id_municipio,id_municipio_nome,sigla_uf,populacao,area,taxa_alfabetizacao,indice_envelhecimento,idade_mediana,razao_sexo
5107958,Tangará da Serra,MT,105870,11637,0.94416,34.16,32,98.53
5101704,Barra do Bugres,MT,29255,5977,0.90704,37.43,32,103.28
5105101,Juara,MT,34685,22633,0.93071,33.36,32,104.66
5107602,Rondonópolis,MT,242747,4824,0.9544,35.23,32,98.92
5103379,Cotriguaçu,MT,10994,9470,0.91775,28.25,32,109.69
5105150,Juína,MT,45594,26397,0.93163,37.36,32,102.68
5104104,Guarantã do Norte,MT,30993,4725,0.94027,36.87,32,101.68
5103502,Diamantino,MT,21790,8263,0.93617,33.54,32,102.67
5108402,Várzea Grande,MT,298978,724,0.95519,32.11,32,97.02
1506104,Primavera,PA,10818,259,0.86478,44.62,32,102.1
1507466,São João da Ponta,PA,4426,196,0.90833,44.78,32,106.72
1502202,Capanema,PA,70224,621,0.90062,40.35,32,95.3
1507102,São Caetano de Odivelas,PA,16651,464,0.91007,44.49,32,103.42
1506112,Quatipuru,PA,11520,303,0.81625,40.64,32,103.03
1506609,Santa Maria do Pará,PA,24551,458,0.84046,39,32,97.36
1508209,Vigia,PA,50779,402,0.91595,39.88,32,102.22
1502707,Conceição do Araguaia,PA,44534,5829,0.89502,45.31,32,101.64
1504109,Magalhães Barata,PA,8075,324,0.91895,44.69,32,104.72
1506161,Rio Maria,PA,18370,4115,0.87816,38.73,32,102.85
1506187,Rondon do Pará,PA,52884,8246,0.8954,33.57,32,106.08
2507903,Juripiranga,PB,9999,79,0.72904,47.93,32,96.04
2514453,São José dos Ramos,PB,5877,101,0.69281,44.93,32,102.16
2501351,Assunção,PB,4143,132,0.81007,44.77,32,98.66
2513703,Santa Rita,PB,149240,719,0.85624,35.06,32,92.61
2505709,Dona Inês,PB,10340,174,0.71882,54.47,32,100.54
2512408,Puxinanã,PB,14213,71,0.85248,47.09,32,98.98
2509008,Manaíra,PB,10434,352,0.7337,48.38,32,100.23
2500403,Alagoa Nova,PB,20972,128,0.78214,46.59,32,97.27
2505204,Cuitegi,PB,6730,42,0.75704,45.41,32,97.71
2502052,Bernardino Batista,PB,3504,57,0.75633,47.32,32,96.52
2507101,Itapororoca,PB,18376,146,0.72787,49.36,32,99.93
2500502,Alagoinha,PB,13700,111,0.73455,46.77,32,96.38
2502409,Bonito de Santa Fé,PB,10237,227,0.79429,47.6,32,99.34
2512002,Pocinhos,PB,17463,624,0.81486,50.68,32,99.51
2509339,Matinhas,PB,4571,37,0.76535,43.65,32,101.37
2512507,Queimadas,PB,47617,403,0.842,46.97,32,97.37
2513505,Santana de Mangueira,PB,5003,405,0.72856,57.75,32,101.2
2500536,Alcantil,PB,5574,310,0.80219,46.47,32,100.22
2606101,Glória do Goitá,PE,29339,235,0.77897,45.1,32,95.18
2601706,Belo Jardim,PE,79394,647,0.82073,45.44,32,92.53
2614006,Serrita,PE,18207,1535,0.79369,48.85,32,100.43
2615102,Terezinha,PE,6505,151,0.7201,49.09,32,98.87
2616001,Venturosa,PE,17228,336,0.80083,45.41,32,95.17
2608800,Lajedo,PE,39464,189,0.81947,47.52,32,91.08
2615003,Taquaritinga do Norte,PE,24673,475,0.83692,45.93,32,95.54
2616100,Verdejante,PE,9164,476,0.81078,51.97,32,97.52
2605301,Exu,PE,31822,1337,0.79081,49.76,32,96.88
2602308,Bonito,PE,37445,393,0.78791,46.43,32,95.29
2612455,Santa Cruz,PE,13835,1246,0.79103,53.11,32,103.75
2604205,Catende,PE,32063,209,0.78703,43.98,32,91.9
2608255,Jucati,PE,11513,121,0.77061,47.3,32,97.45
2611408,Primavera,PE,13825,113,0.81133,38.01,32,99.6
2610806,Pedra,PE,22775,923,0.7558,45.24,32,102.75
2607802,Itaquitinga,PE,15476,163,0.78351,38.86,32,112.97
2613107,São Caitano,PE,37043,382,0.77063,46.51,32,94.63
2616209,Vertentes,PE,21914,196,0.80581,46.89,32,97.47
2612471,Santa Cruz da Baixa Verde,PE,11567,115,0.8247,47.45,32,95.39
2602100,Bom Conselho,PE,44205,792,0.74453,51.21,32,91.57
2612901,São Benedito do Sul,PE,13105,160,0.69167,41.54,32,97.72
2605905,Gameleira,PE,18195,258,0.7625,39.15,32,96.7
2607505,Itaíba,PE,32603,1062,0.70338,43.71,32,99.65
2613800,São Vicente Ferrer,PE,16667,113,0.769,43.41,32,95.95
2604155,Casinhas,PE,12965,116,0.75297,53.06,32,98.58
2607653,Itambé,PE,34889,304,0.75221,43.68,32,95.83
2603702,Canhotinho,PE,22630,423,0.75408,49.58,32,108.8
2604106,Caruaru,PE,376443,923,0.89187,40.45,32,88.9
2600203,Afrânio,PE,18641,1491,0.81881,47.85,32,99.27
2609105,Machados,PE,11327,62,0.78683,47.05,32,91.47
2612406,Sanharó,PE,18622,268,0.79228,47.96,32,94.36
2613503,São José do Belmonte,PE,34812,1474,0.80229,49.99,32,96.7
2601201,Arcoverde,PE,76761,344,0.87666,44.19,32,89.07
2608404,Jurema,PE,13648,148,0.72796,52.86,32,96.12
2603801,Capoeiras,PE,18307,337,0.75467,48.58,32,98.55
2606309,Granito,PE,6945,522,0.79915,50.69,32,101.07
2610608,Paudalho,PE,56596,270,0.83718,38.55,32,94.4
2612703,Santa Maria do Cambucá,PE,14007,92,0.75223,50.31,32,96.87
2613909,Serra Talhada,PE,92119,2980,0.84539,43.57,32,89.95
2604601,Condado,PE,24516,90,0.80941,45.4,32,91.56
2610202,Panelas,PE,22985,380,0.70626,55.09,32,94.46
2206308,Miguel Leão,PI,1313,93,0.79207,47.54,32,100
2207801,Paulistana,PI,21051,1941,0.77186,47.07,32,92.6
2201051,Assunção do Piauí,PI,7452,1691,0.68701,40.94,32,103.89
2209807,São Gonçalo do Piauí,PI,4823,150,0.79201,44.52,32,99.79
2203008,Cristalândia do Piauí,PI,7340,1203,0.79274,47.99,32,110.71
2205557,Lagoa Alegre,PI,8248,394,0.7746,50.74,32,102.85
2210003,São João do Piauí,PI,21408,1527,0.82989,44.02,32,96.06
2201309,Barreiras do Piauí,PI,3261,2169,0.83825,49.79,32,106.98
2203420,Domingos Mourão,PI,4074,849,0.76452,47.4,32,104.47
2202729,Cocal dos Alves,PI,6385,325,0.69245,42.47,32,98.82
2204659,Ilha Grande,PI,9266,130,0.80168,44.33,32,101.74
2202554,Caridade do Piauí,PI,5032,499,0.75146,46.37,32,103.68
2206670,Morro do Chapéu do Piauí,PI,6416,328,0.72257,47.01,32,103.19
2202539,Caraúbas do Piauí,PI,5628,471,0.68737,48.81,32,102.66
2210623,Sebastião Barros,PI,3196,893,0.81077,42.95,32,111.91
2201200,Barras,PI,47920,1723,0.75037,43.92,32,100.66
2205573,Lagoa de São Francisco,PI,6309,156,0.75882,51.02,32,97.35
2210508,São Pedro do Piauí,PI,13748,518,0.76656,47.79,32,96.89
2205706,Luís Correia,PI,30604,1074,0.77579,43.83,32,102.57
2208858,Riacho Frio,PI,4165,2221,0.83488,39.13,32,111.1
2206654,Morro Cabeça no Tempo,PI,4361,2208,0.80779,42.24,32,112.79
2210607,São Raimundo Nonato,PI,38843,2415,0.85818,40.67,32,97.1
2211357,Várzea Branca,PI,5045,450,0.73498,44.37,32,103.01
2203701,Esperantina,PI,40863,909,0.78036,46.77,32,97.18
2203206,Curimatá,PI,11248,2345,0.87406,48.02,32,101.97
2208551,Porto Alegre do Piauí,PI,2364,1168,0.79514,47.56,32,106.82
2205524,Júlio Borges,PI,5376,1284,0.86596,48.21,32,113.3
2205565,Lagoa do Barro do Piauí,PI,4995,1331,0.78918,50,32,107.78
2207504,Palmeirais,PI,13260,1494,0.75796,47.77,32,97.88
2203750,Fartura do Piauí,PI,5280,713,0.74231,49.12,32,107.3
2207751,Passagem Franca do Piauí,PI,4135,643,0.7449,47.94,32,100.83
2206720,Nazária,PI,10235,362,0.76419,45.72,32,100.55
2201770,Boa Hora,PI,6883,337,0.7166,44.36,32,105.42
2203305,Demerval Lobão,PI,16347,217,0.85436,43.76,32,94.48
2202000,Buriti dos Lopes,PI,19646,691,0.76544,43.71,32,100.04
2209872,São João da Fronteira,PI,5485,817,0.73186,45.62,32,97.28
4115754,Mauá da Serra,PR,9376,108,0.91396,34.45,32,100.49
4106456,Coronel Domingos Soares,PR,5634,1556,0.89403,38.36,32,111.89
4104907,Castro,PR,72921,2532,0.95002,40.92,32,97.19
4126256,Sarandi,PR,118310,104,0.95921,38.92,32,95.87
4110102,Imbituva,PR,29821,757,0.95768,41.27,32,100.28
3302270,Japeri,RJ,91195,82,0.94422,38.72,32,105.57
2407708,Montanhas,RN,11442,82,0.77886,49.29,32,96.5
2410108,Poço Branco,RN,12354,230,0.76942,48.1,32,103.28
2409332,Santa Maria,RN,4838,220,0.78764,50.68,32,101.96
2413904,Taipu,RN,11400,353,0.74573,49.82,32,102.41
2403509,Espírito Santo,RN,10615,136,0.7271,53.08,32,103.21
2409803,Pedro Velho,RN,13821,193,0.78059,48.38,32,98.68
2414159,Tenente Laurentino Cruz,RN,5890,69,0.8176,40.86,32,98.08
2401206,Arês,RN,13220,115,0.79031,39.86,32,97.07
2412005,São Gonçalo do Amarante,RN,115693,250,0.89823,32.63,32,94.4
2401859,Caiçara do Norte,RN,6291,226,0.82375,38.71,32,104.58
2407104,Macaíba,RN,82126,510,0.84594,37.48,32,95.91
2404101,Galinhos,RN,2102,341,0.78403,31.56,32,103.48
2410256,Porto do Mangue,RN,5214,361,0.76099000000000006,39.53,32,104.14
2404606,Ielmo Marinho,RN,11601,312,0.7481,45.57,32,104.67
2412203,São José de Mipibu,RN,47193,290,0.8361,38.3,32,96.75
2414209,Tibau do Sul,RN,16911,103,0.88143,31.34,32,96.85
2406304,Lagoa de Pedras,RN,7338,118,0.70968,52.89,32,100.11
2414803,Vera Cruz,RN,10715,84,0.76597,48.61,32,98.25
1100130,Machadinho D'Oeste,RO,30428,8509,0.91651,33.76,32,109
1100122,Ji-Paraná,RO,123752,6897,0.94371,39.06,32,96.81
1100304,Vilhena,RO,95329,11699,0.95245,33.52,32,96.91
1100023,Ariquemes,RO,96152,4427,0.94084,34.61,32,98.25
1100320,São Miguel do Guaporé,RO,21548,7460,0.92676,36.71,32,103.49
1101500,Seringueiras,RO,11158,3774,0.9273,36.73,32,105.16
4318622,São José dos Ausentes,RS,4159,1174,0.96118,39.78,32,108.08
4301875,Barra do Quaraí,RS,4231,1056,0.95752,37.7,32,106.07
4319737,São Valério do Sul,RS,2543,107,0.90708,59.24,32,107.76
4217006,São Ludgero,SC,13505,107,0.97608,36.55,32,103.27
4206504,Guaramirim,SC,46625,268,0.97797,32.57,32,100.42
4203204,Camboriú,SC,102994,211,0.97851,28.32,32,97.41
4218004,Tijucas,SC,51215,279,0.96836,37.88,32,99.3
4205803,Garuva,SC,18486,504,0.95493,36.38,32,103.9
4218301,Três Barras,SC,19718,436,0.95563,36.82,32,100.67
4215505,Santa Cecília,SC,15535,1146,0.94182,36.3,32,98.14
4204202,Chapecó,SC,251866,625,0.97289,38.56,32,98.78
2802304,Frei Paulo,SE,14515,399,0.79685,46.46,32,93.19
2804300,Muribeca,SE,7816,74,0.79913,40.4,32,92.66
2802908,Itabaiana,SE,103202,337,0.84001,42.81,32,92.08
2800605,Barra dos Coqueiros,SE,41491,92,0.93937,29.16,32,91.83
2806701,São Cristóvão,SE,93353,438,0.91094,31.68,32,95.59
2805307,Pirambu,SE,7882,209,0.86628,38.92,32,97.68
3541059,Pratânia,SP,5126,175,0.91479,41.05,32,100.16
3539103,Pirapora do Bom Jesus,SP,18328,108,0.95385,32.26,32,98.4
3542503,Reginópolis,SP,5649,410,0.93404,86.4,32,162.31
3553856,Taquarivaí,SP,6872,232,0.93622,39.92,32,103.49
3502754,Araçariguama,SP,21462,145,0.94931,38.66,32,100.6
3543006,Ribeirão Branco,SP,18618,698,0.90897,40.08,32,103.62
3508009,Buri,SP,20225,1196,0.9387,40.89,32,100.71
3522505,Itapevi,SP,231893,83,0.96305,31.82,32,95.05
3546702,Santa Gertrudes,SP,23487,98,0.96791,41.68,32,101.67
3523107,Itaquaquecetuba,SP,368933,83,0.95301,32.67,32,95.39
3522653,Itapirapuã Paulista,SP,4305,406,0.90094,43.36,32,107.22
1712454,Luzinópolis,TO,2699,282,0.86969,38.93,32,103.83
1713957,Muricilândia,TO,3353,1194,0.86184,42.1,32,107.58
1705607,Conceição do Tocantins,TO,3874,2531,0.83453,46.23,32,102.03
1718550,Riachinho,TO,3953,512,0.84317,43.43,32,107.98
1716109,Paraíso do Tocantins,TO,52134,1292,0.94896,37.11,32,97.98
1715507,Oliveira de Fátima,TO,1164,209,0.88668,36.69,32,100
1717503,Pium,TO,7115,10004,0.86583,38.92,32,106.61
1718907,Santa Rosa do Tocantins,TO,4653,1805,0.86056,43.61,32,107.72
1703883,Carmolândia,TO,2198,339,0.86071,42.99,32,98.47
1716307,Pau D'Arco,TO,4040,1376,0.86379,36.7,32,109.81
1703909,Caseara,TO,4818,1680,0.89384,38.83,32,109.46
1712504,Marianópolis do Tocantins,TO,4533,2090,0.91399,37.55,32,112.87
1717909,Ponte Alta do Tocantins,TO,7536,6543,0.87104,41.76,32,113.75
1722081,Wanderlândia,TO,10506,1365,0.86387,40.8,32,101.26
1722107,Xambioá,TO,10503,1190,0.8638,38.64,32,100.59
1713809,Palmeiras do Tocantins,TO,4869,743,0.84624,44.7,32,104.79
2701001,Boca da Mata,AL,21162,193,0.77081,50.47,34,92.45
2706604,Paulo Jacinto,AL,6576,118,0.74894,56.04,34,95.66
2705309,Minador do Negrão,AL,4843,167,0.67478,57.6,34,96.39
2707008,Pindoba,AL,2715,117,0.76639,48.85,34,101.4
2703106,Igaci,AL,23986,334,0.71006,52.06,34,95.73
2706307,Palmeira dos Índios,AL,71448,451,0.81173,51.28,34,91.21
2709004,Tanque d'Arca,AL,5788,125,0.70264,55.06,34,93.01
2912806,Ibirapuã,BA,8888,771,0.84296,56.76,34,100.95
2911402,Glória,BA,15475,1567,0.78221,45.86,34,96.28
2905701,Camaçari,BA,299874,785,0.94595,32.04,34,92.42
2909307,Correntina,BA,32401,11504,0.81207,53.35,34,100.55
2917805,Jaguaripe,BA,17586,863,0.80831,50.54,34,99.76
2930501,Serrinha,BA,80108,583,0.87378,47.28,34,91.68
2918753,Lagoa Real,BA,14100,912,0.78924,66.2,34,103.71
2918100,Jeremoabo,BA,37503,4267,0.73773,55.38,34,97.94
2926608,Ribeira do Pombal,BA,53986,1252,0.81994,55.79,34,95.41
2929305,São Gonçalo dos Campos,BA,39496,295,0.90026,42.89,34,89.41
2914703,Itaberaba,BA,64926,2386,0.87869,49.71,34,93.3
2903953,Bom Jesus da Serra,BA,9729,468,0.7757,66.91,34,106.67
2928109,Santa Maria da Vitória,BA,38542,1985,0.81647,53.9,34,99.72
2903805,Boa Vista do Tupim,BA,16834,2972,0.75987,56.93,34,102.85
2921302,Milagres,BA,11068,420,0.81872,57.05,34,95.05
2928703,Santo Antônio de Jesus,BA,102788,262,0.91763,42.93,34,87.47
2932200,Ubaitaba,BA,17590,181,0.84084,52.45,34,92.62
2901007,Amargosa,BA,36432,432,0.84763,60.81,34,92.72
2903607,Biritinga,BA,15128,554,0.78084,56.51,34,101.04
2908408,Conceição do Coité,BA,67809,1015,0.85829,50.47,34,94.2
2930907,Tabocas do Brejo Velho,BA,11965,1437,0.78118,58.12,34,106.39
2921005,Mata de São João,BA,42541,605,0.91052,40.45,34,91.53
2916302,Itapebi,BA,9124,1013,0.772,49.5,34,102.25
2908903,Coração de Maria,BA,26656,378,0.843,57.39,34,92.65
2911204,Gandu,BA,32108,230,0.85504,44.16,34,95.66
2917508,Jacobina,BA,82451,2193,0.87299,50.46,34,91.51
2923803,Paripiranga,BA,26601,442,0.77098,65.89,34,96.24
2927507,Santa Bárbara,BA,20935,347,0.81946,55.51,34,96.9
2918506,Jussara,BA,16335,1355,0.79216,53.03,34,105.35
2910701,Euclides da Cunha,BA,61361,2025,0.78362,60.45,34,99.53
2915601,Itamaraju,BA,59498,2361,0.84297,49.02,34,97.14
2925105,Poções,BA,48239,938,0.80913,62.83,34,95.15
2917300,Ituberá,BA,21886,415,0.83531,51.48,34,93.72
2905602,Camacan,BA,22519,585,0.83880999999999994,54.75,34,94.83
2910008,Dário Meira,BA,10805,414,0.74197,57.39,34,107.6
2913804,Ipecaetá,BA,13694,373,0.78836,62.9,34,94.76
2923100,Olindina,BA,22587,637,0.77755,54.33,34,94.88
2926004,Remanso,BA,40545,4574,0.79547,51.81,34,99.47
2920908,Mascote,BA,13538,743,0.79469,61.45,34,101.25
2929255,São Gabriel,BA,18582,1146,0.84971,54.04,34,103.21
2900355,Adustina,BA,14177,629,0.72075,63.63,34,99.12
2921401,Mirangaba,BA,15730,1752,0.80876,54.66,34,99.75
2932705,Uruçuca,BA,21318,510,0.81416,48.83,34,97.36
2916609,Itapitanga,BA,10264,421,0.80875,52.74,34,102.22
2927200,Ruy Barbosa,BA,28234,1992,0.81984,59.67,34,91.57
2901809,Antônio Gonçalves,BA,10862,345,0.83677,54.77,34,100.15
2917607,Jaguaquara,BA,45878,925,0.80728,51.89,34,93.33
2905206,Caetité,BA,51887,2652,0.84546,63.12,34,96.47
2908200,Conceição da Feira,BA,20767,165,0.8861,50.63,34,90.18
2919108,Lamarão,BA,9015,189,0.74719,64.57,34,94.62
2932903,Valença,BA,85254,1124,0.8517,47.05,34,92.94
2901403,Angical,BA,13711,1530,0.81148,54.85,34,106.16
2910404,Encruzilhada,BA,19081,1890,0.7411,53.93,34,106.65
2922607,Nilo Peçanha,BA,12049,389,0.78531,42.84,34,101.76
2914307,Iramaia,BA,10730,1708,0.83234,63.68,34,104.22
2923035,Novo Horizonte,BA,11139,628,0.88011,60.35,34,103.02
2910800,Feira de Santana,BA,614310,1304,0.93402,43.11,34,87.17
2900306,Acajutiba,BA,13751,181,0.81611,55.94,34,95.31
2909703,Cristópolis,BA,13978,1053,0.77791,57.15,34,105.42
2931053,Tanque Novo,BA,17148,730,0.81155,58.36,34,99.3
2303501,Cascavel,CE,72689,838,0.83861,52.77,34,95.72
2310852,Pindoretama,CE,23371,74,0.84152,48.71,34,96.68
2305704,Ipaumirim,CE,12057,277,0.80746,61.07,34,99.36
2312601,São Luís do Curu,CE,10788,123,0.83201,55.96,34,93.42
2311207,Potengi,CE,8832,343,0.74045,57.19,34,94.99
2310803,Pereiro,CE,15273,436,0.79473,66.65,34,97.08
2312205,Santa Quitéria,CE,40160,4262,0.78868,62.44,34,99
2303105,Cariré,CE,17620,756,0.76996,65.57,34,100.02
2306801,Jaguaribara,CE,10333,623,0.79905,61.02,34,97.29
2301604,Assaré,CE,21651,1155,0.74367,69.54,34,98.04
2305100,Guaramiranga,CE,5639,91,0.78626,57.62,34,100
2311801,Russas,CE,72844,1611,0.84547,53.49,34,94.56
2302701,Campos Sales,CE,25083,1083,0.77355,62.82,34,92.43
2302305,Bela Cruz,CE,32731,842,0.80623,48.14,34,100.97
2311009,Poranga,CE,12065,1311,0.77501,59.08,34,101.05
2300903,Apuiarés,CE,12915,544,0.79717,60.37,34,101.06
2307205,Jati,CE,7846,368,0.7849,57.84,34,99.16
2311231,Potiretama,CE,5965,409,0.77145,61.07,34,103.34
2307403,Jucás,CE,23871,940,0.75765,62.93,34,96.26
2302404,Boa Viagem,CE,50355,2835,0.75663,64.85,34,98.55
2305357,Icapuí,CE,21361,421,0.81953,49.59,34,101.17
2310100,Palmácia,CE,10234,129,0.82224,58.14,34,100.2
2304459,Fortim,CE,17253,285,0.80925,55.96,34,97.11
2304657,Graça,CE,13801,259,0.73554,56.68,34,102.01
2301208,Aracoiaba,CE,25547,644,0.76891,55.6,34,99.27
2304236,Croatá,CE,17476,696,0.7358,58.32,34,99.71
2301109,Aracati,CE,75026,1227,0.84664,52.33,34,95.73
2303659,Catunda,CE,10441,784,0.7713,63.88,34,100.23
2310308,Parambu,CE,31394,2314,0.74105,66.54,34,96.3
2311702,Reriutaba,CE,18602,373,0.78265,60.88,34,102.46
2304905,Groaíras,CE,10901,156,0.7976,64.83,34,98.11
2310407,Paramoti,CE,10365,539,0.78252,62.46,34,102.18
5300108,Brasília,DF,2792811,5761,0.97228,46.53,34,91.06
3203007,Iúna,ES,28562,461,0.90312,49.9,34,97.44
3204302,Presidente Kennedy,ES,13654,595,0.87366,51.61,34,99.5
3204906,São Mateus,ES,122598,2346,0.92782,46.58,34,97.48
3204559,Santa Maria de Jetibá,ES,41618,735,0.93009,45.9,34,102.77
3202454,Ibatiba,ES,25369,240,0.87909,51.75,34,100.06
3200607,Aracruz,ES,94445,1420,0.94999,42.07,34,97.95
3202652,Irupi,ES,13652,185,0.89061,49.04,34,102.48
3204054,Pedro Canário,ES,21501,433,0.87051,45.56,34,97.74
3205101,Viana,ES,70622,312,0.94415,42.04,34,102.59
5220702,Sítio d'Abadia,GO,2914,1612,0.84458,48.01,34,115.38
5220504,Serranópolis,GO,7933,5522,0.92817,49.13,34,107.74
5219738,Santo Antônio de Goiás,GO,7381,135,0.94682,42.07,34,94.83
5207907,Flores de Goiás,GO,13395,3695,0.89326,39.31,34,110.86
5204706,Campinorte,GO,12489,1065,0.94252,47.86,34,100.35
5214838,Nova Crixás,GO,12709,7309,0.87156,44.23,34,106.39
5209705,Hidrolândia,GO,27625,952,0.94963,45.99,34,102.19
5220686,Simolândia,GO,5725,347,0.85871,43.58,34,101.05
5221197,Terezópolis de Goiás,GO,7935,107,0.92727,44.76,34,98.4
5208400,Goianápolis,GO,13876,167,0.92915,40.13,34,100.68
5205513,Cocalzinho de Goiás,GO,24853,1785,0.90908,42.25,34,105.37
5205521,Colinas do Sul,GO,4013,1708,0.88289,45.69,34,106.99
5205109,Catalão,GO,113909,3826,0.96656,47.95,34,99.64
5201504,Aporé,GO,4318,2899,0.92797,40.25,34,106.05
2103109,Cedral,MA,10195,285,0.86798,50.8,34,104.82
2108405,Peri Mirim,MA,11107,398,0.84679,52.67,34,100.76
2110807,São Félix de Balsas,MA,4398,2033,0.77442,52.67,34,105.99
3144375,Natalândia,MG,3517,469,0.90948,48.51,34,104.29
3162708,São João do Paraíso,MG,23902,1926,0.79354,63.65,34,98.29
3152006,Pompéu,MG,30918,2551,0.92672,55.51,34,97.65
3152131,Ponto Chique,MG,3742,603,0.8509,49.94,34,104.31
3107307,Bocaiúva,MG,47877,3207,0.91942,51.48,34,97.51
3150158,Piedade de Caratinga,MG,8520,109,0.88403,51.06,34,103.31
3136009,Joaíma,MG,13851,1664,0.78904,63.79,34,101.25
3136652,Juatuba,MG,30517,97,0.94896,47.85,34,100.29
3130101,Igarapé,MG,45760,111,0.95211,43.13,34,98.2
3149150,Pedras de Maria da Cruz,MG,10383,1526,0.8175,51.75,34,105.86
3158953,Santana do Paraíso,MG,44762,276,0.96421,35.78,34,97.57
3106705,Betim,MG,411186,344,0.96380999999999994,41.16,34,94.06
3100609,Água Boa,MG,12557,1320,0.77599,60.26,34,102.59
3135456,Jenipapo de Minas,MG,6098,284,0.81668,55.02,34,96.9
3138674,Luisburgo,MG,6946,145,0.8984,49.38,34,105.86
3148707,Pedra Azul,MG,24223,1595,0.86136,61.83,34,96.51
3152170,Ponto dos Volantes,MG,10873,1212,0.81045,63.71,34,104.41
3155603,Rio Pardo de Minas,MG,28170,3118,0.82176,54.01,34,103.1
3151206,Pirapora,MG,55163,550,0.95301,50.24,34,95.14
3115458,Catuji,MG,7027,419,0.81353,48.33,34,97.69
3157609,Santa Fé de Minas,MG,3519,2917,0.86091,55.04,34,110.77
3140530,Martins Soares,MG,8392,113,0.88984,54.04,34,100.86
3161700,São Gonçalo do Abaeté,MG,7340,2693,0.90898,51.44,34,104.92
3102050,Alto Caparaó,MG,5752,104,0.91001,58.66,34,101.22
3128907,Guimarânia,MG,8455,367,0.93727,61.23,34,105.33
3167103,Serro,MG,21754,1218,0.8754,62.45,34,100.11
3120151,Crisólita,MG,5260,966,0.76481,59.98,34,109.18
3140001,Mariana,MG,60862,1194,0.95466,50.15,34,94.6
3129707,Ibiraci,MG,10916,562,0.92708,55.81,34,102.55
3106606,Bertópolis,MG,4444,428,0.77428,55.35,34,107.7
3154150,Reduto,MG,7847,152,0.91707,47.35,34,102.37
3125002,Ewbank da Câmara,MG,3867,104,0.94426,54.88,34,100.99
3157807,Santa Luzia,MG,218588,235,0.96301,49.86,34,91.34
3141801,Minas Novas,MG,24351,1812,0.81226,56.34,34,98.19
3138658,Lontra,MG,8786,259,0.83924,63.03,34,101.05
3131158,Ipaba,MG,15946,113,0.91599,57.84,34,112.58
3145307,Novo Cruzeiro,MG,26858,1703,0.78883,56.02,34,98.07
3169703,Turmalina,MG,19918,1153,0.8932,55.46,34,100.58
3121001,Datas,MG,5465,310,0.92349,56.57,34,96.37
3153608,Prudente de Morais,MG,11451,124,0.9599,47.6,34,95.37
3146909,Papagaios,MG,13838,554,0.93332,49.23,34,98.63
3167608,Simonésia,MG,19663,487,0.88337,48.37,34,104.58
3127073,Fruta de Leite,MG,4639,763,0.72725,62.48,34,105.17
3150703,Pirajuba,MG,5484,338,0.91886,48.55,34,105.53
3170404,Unaí,MG,85538,8445,0.94351,49.32,34,100.32
5002704,Campo Grande,MS,891135,8083,0.97095,49.3,34,92.22
5001508,Bandeirantes,MS,7889,3358,0.92702,48.6,34,105.91
5005806,Nioaque,MS,13204,3909,0.91863,45.76,34,106.72
5007554,Santa Rita do Pardo,MS,6989,6142,0.91537,39.87,34,106.37
5005004,Jardim,MS,23788,2126,0.93223,52.83,34,98.17
5002308,Brasilândia,MS,11494,5804,0.93469,43.99,34,100.61
5002159,Bodoquena,MS,8520,2592,0.91111,44.64,34,104.56
5002803,Caracol,MS,5024,2943,0.9271,49.21,34,100.4
5000708,Anastácio,MS,24093,2913,0.91024,50.79,34,98.45
5004403,Inocência,MS,8334,5761,0.91507,48.05,34,107.15
5000856,Angélica,MS,10693,1284,0.91525,45.98,34,104.36
5006259,Novo Horizonte do Sul,MS,4719,849,0.89695,49.76,34,103.93
5006200,Nova Andradina,MS,48308,4771,0.9404,44.44,34,97.1
5004700,Ivinhema,MS,27714,2003,0.9347,50.8,34,100.04
5005681,Mundo Novo,MS,18818,478,0.91225,53.47,34,91.91
5007703,Sete Quedas,MS,10953,839,0.87343,50.17,34,98.81
5103056,Cláudia,MT,9586,3844,0.93321,42.27,34,107.01
5106802,Porto dos Gaúchos,MT,5541,6847,0.93844,42.68,34,105.17
5104807,Jaciara,MT,28422,2430,0.9335,42.88,34,98.38
5105622,Mirassol d'Oeste,MT,26528,1085,0.91925,44.61,34,99.74
5103205,Colíder,MT,31222,3112,0.93129,48.5,34,101.08
5101308,Arenápolis,MT,10533,417,0.90498,47.14,34,101.06
5106505,Poconé,MT,31184,17157,0.88882,46.6,34,107.24
5106158,Nova Bandeirantes,MT,13579,9557,0.93495,32.53,34,118.72
5101258,Araputanga,MT,14664,1640,0.90574,44.61,34,96.78
5103403,Cuiabá,MT,646568,4327,0.9673,41.79,34,94.36
5106315,Novo Santo Antônio,MT,2015,4395,0.92943,41.4,34,108.16
5106372,Pedra Preta,MT,17947,3842,0.90463,43.43,34,103.97
5107404,São Pedro da Cipa,MT,4181,344,0.87104,39.34,34,100.81
5104906,Jangada,MT,7420,1114,0.8295,57.58,34,109.24
2505279,Curral de Cima,PB,5254,86,0.68576,60.32,34,101.61
2512804,Riacho dos Cavalos,PB,8491,263,0.78656,57.94,34,101.64
2516003,Solânea,PB,26675,233,0.76755,63.16,34,92.62
2505501,Vista Serrana,PB,3641,60,0.7909,54.66,34,101.49
2501500,Bananeiras,PB,23040,256,0.75037,56.59,34,99.9
2503704,Cajazeiras,PB,62813,563,0.86278,61.08,34,93.29
2505303,Curral Velho,PB,2287,218,0.77166,54.61,34,108.93
