"N","Mean_Gasoline","SD_Gasoline","Min_Gasoline","Max_Gasoline","Mean_Ethanol","SD_Ethanol","Min_Ethanol","Max_Ethanol","Mean_Diesel","SD_Diesel","Min_Diesel","Max_Diesel","Mean_Other","SD_Other","Min_Other","Max_Other","Mean_Gas","SD_Gas","Min_Gas","Max_Gas","Mean_PHEV","SD_PHEV","Min_PHEV","Max_PHEV","Mean_BEV","SD_BEV","Min_BEV","Max_BEV","Mean_Population","SD_Population","Min_Population","Max_Population"
27,1823729.55555556,2802539.76354876,91390,14245259,1946911.25925926,2945117.43644283,116237,14902326,333059.703703704,425307.784380443,16536,2036814,133241,183412.347284011,3838,834626,552.777777777778,2123.35533338037,2,11031,4984.51851851852,8757.17282869117,141,45627,226.62962962963,468.120230130626,5,2412,10777313.2962963,15649079.7684933,769344.6,80589805.4
